0,  0.0
1,  0.0
2,  0.0
3,  6.0
4,  4.0
5,  7.0
6, 28.0
7, 38.0
8, 15.0
9,  0.0
10,  9.0
11,  0.0
12,  0.0
13,  0.0
14,  0.0
15,  4.0
16, 22.0
17, 18.0
18, 23.0
19, 21.0
20, 35.0
21, 40.0
22, 47.0
23, 43.0
24, 53.0
25, 59.0
26, 35.0
27,  6.0
28,  0.0
29, 18.0
30, 24.0
31, 10.0
32,  3.0
33, 17.0
34, 27.0
35, 25.0
36, 36.0
37, 36.0
38, 16.0
39,  7.0
40, 10.0
41, 14.0
42,  2.0
43, 12.0
44, 18.0
45, 20.0
46,  5.0
47,  6.0
48,  5.0
49,  0.0
50,  2.0
51, 30.0
52, 38.0
53, 14.0
54,  0.0
55,  0.0
56,  0.0
57,  0.0
58,  0.0
59,  5.0
60, 12.0
61, 19.0
62, 16.0
63, 13.0
64, 10.0
65, 25.0
66, 26.0
67, 27.0
68,  9.0
69,  0.0
70,  0.0
71,  0.0
72, 12.0
73, 16.0
74, 24.0
75, 24.0
76, 22.0
77, 20.0
78, 26.0
79, 40.0
80, 33.0
81, 12.0
82,  0.0
83,  0.0
84,  5.0
85, 14.0
86, 10.0
87,  2.0
88,  0.0
89,  0.0
90,  7.0
91,  4.0
92,  0.0
93,  0.0
94,  2.0
95, 17.0
96, 15.0
97, 20.0
98, 31.0
99, 31.0
100, 27.0
101, 24.0
102, 17.0
103,  7.0
104,  0.0
105,  0.0
106, 17.0
107, 34.0
108, 33.0
109, 40.0
110, 54.0
111, 44.0
112, 16.0
113, 11.0
114, 26.0
115, 33.0
116, 29.0
117, 24.0
118, 34.0
119, 30.0
120, 16.0
121,  0.0
122,  8.0
123, 14.0
124, 16.0
125,  5.0
126, 16.0
127, 41.0
128, 44.0
129, 27.0
130,  2.0
131,  1.0
132,  0.0
133,  0.0
134,  0.0
135,  0.0
136,  0.0
137, 18.0
138, 42.0
139, 47.0
140, 31.0
141, 14.0
142, 15.0
143, 26.0
144, 20.0
145, 15.0
146, 14.0
147, 10.0
148, 16.0
149, 29.0
150, 29.0
151, 19.0
152, 22.0
153, 26.0
154, 34.0
155, 37.0
156, 34.0
157, 10.0
158,  0.0
159,  0.0
160,  0.0
161,  0.0
162,  6.0
163,  2.0
164,  6.0
165,  6.0
166,  0.0
167,  0.0
168,  0.0
169,  3.0
170,  5.0
171, 26.0
172, 46.0
173, 39.0
174, 13.0
175, 17.0
176, 35.0
177, 50.0
178, 44.0
179, 33.0
180, 19.0
181, 10.0
182,  8.0
183, 18.0
184, 29.0
185, 30.0
186, 31.0
187, 30.0
188, 31.0
189, 25.0
190, 29.0
191, 26.0
192, 29.0
193, 21.0
194,  0.0
195,  0.0
196,  0.0
197, 17.0
198, 43.0
199, 55.0
200, 57.0
201, 41.0
202, 28.0
203, 21.0
204, 14.0
205,  0.0
206,  0.0
207, 13.0
208, 19.0
209, 16.0
210,  8.0
211,  0.0
212,  0.0
213,  0.0
214,  0.0
215,  0.0
216, 12.0
217, 39.0
218, 44.0
219, 40.0
220, 24.0
221, 18.0
222, 21.0
223, 31.0
224, 23.0
225, 24.0
226, 12.0
227,  3.0
228, 11.0
229, 16.0
230,  7.0
231,  9.0
232, 33.0
233, 38.0
234, 29.0
235, 23.0
236, 22.0
237, 21.0
238, 28.0
239, 37.0
240, 27.0
241, 13.0
242,  0.0
243,  0.0
244, 12.0
245, 33.0
246, 22.0
247, 17.0
248, 19.0
249, 26.0
250, 23.0
251, 12.0
252,  8.0
253,  6.0
254, 13.0
255, 11.0
256,  7.0
257,  9.0
258, 16.0
259, 16.0
260, 16.0
261, 20.0
262,  7.0
263,  0.0
264, 15.0
265, 24.0
266,  8.0
267, 10.0
268, 35.0
269, 33.0
270,  0.0
271,  0.0
272,  0.0
273, 19.0
274, 24.0
275, 24.0
276, 18.0
277, 16.0
278, 21.0
279, 11.0
280,  5.0
281, 15.0
282, 40.0
283, 44.0
284, 28.0
285, 20.0
286,  3.0
287,  0.0
288,  0.0
289,  0.0
290,  9.0
291,  1.0
292,  0.0
293,  0.0
294,  0.0
295,  5.0
296, 19.0
297, 13.0
298, 17.0
299, 21.0
300, 23.0
301, 12.0
302,  9.0
303, 10.0
304, 18.0
305, 36.0
306, 51.0
307, 47.0
308, 21.0
309, 16.0
310, 40.0
311, 53.0
312, 41.0
313, 22.0
314, 10.0
315, 11.0
316, 20.0
317, 13.0
318, 10.0
319, 40.0
320, 70.0
321, 42.0
322,  3.0
323, 13.0
324, 46.0
325, 41.0
326, 18.0
327,  0.0
328,  0.0
329,  0.0
330,  6.0
331, 19.0
332, 23.0
333, 23.0
334,  1.0
335,  0.0
336,  0.0
337,  8.0
338, 21.0
339, 23.0
340, 21.0
341, 27.0
342, 16.0
343,  0.0
344,  0.0
345,  0.0
346, 13.0
347, 20.0
348, 10.0
349,  6.0
350, 15.0
351, 12.0
352,  0.0
353,  7.0
354, 39.0
355, 42.0
356, 29.0
357,  9.0
358,  0.0
359,  0.0
360,  0.0
361,  0.0
362, 13.0
363, 29.0
364, 15.0
365, 24.0
366, 44.0
367, 59.0
368, 36.0
369, 14.0
370, 19.0
371, 30.0
372, 23.0
373, 12.0
374,  4.0
375,  0.0
376,  0.0
377,  0.0
378,  3.0
379,  6.0
380, 14.0
381, 14.0
382, 20.0
383, 24.0
384,  6.0
385,  4.0
386, 13.0
387, 17.0
388,  2.0
389,  0.0
390,  8.0
391, 29.0
392, 44.0
393, 45.0
394, 33.0
395, 31.0
396, 42.0
397, 56.0
398, 42.0
399, 24.0
400, 11.0
401, 38.0
402, 63.0
403, 67.0
404, 43.0
405, 30.0
406, 18.0
407,  4.0
408,  0.0
409,  0.0
410, 15.0
411, 38.0
412, 40.0
413, 23.0
414, 15.0
415,  7.0
416,  7.0
417, 18.0
418, 25.0
419, 26.0
420, 22.0
421, 23.0
422, 29.0
423, 30.0
424, 10.0
425,  0.0
426,  4.0
427,  1.0
428, 10.0
429, 38.0
430, 59.0
431, 51.0
432, 48.0
433, 45.0
434, 42.0
435, 35.0
436, 34.0
437, 43.0
438, 39.0
439, 34.0
440, 28.0
441, 39.0
442, 44.0
443, 39.0
444, 26.0
445, 23.0
446, 34.0
447, 48.0
448, 32.0
449, 16.0
450, 13.0
451, 28.0
452, 30.0
453, 22.0
454, 11.0
455, 21.0
456, 38.0
457, 33.0
458, 14.0
459, 16.0
460, 37.0
461, 52.0
462, 38.0
463,  0.0
464,  0.0
465,  2.0
466, 23.0
467,  4.0
468,  6.0
469, 18.0
470, 24.0
471,  7.0
472, 11.0
473, 26.0
474, 26.0
475,  4.0
476,  0.0
477, 14.0
478, 26.0
479, 11.0
480,  0.0
481, 10.0
482, 13.0
483, 24.0
484, 21.0
485,  3.0
486,  0.0
487,  0.0
488,  4.0
489,  3.0
490, 21.0
